software,file,line,coverage,original,mutated,task,Status,ExitCode_blank,ExitCode,job,Elapsed,hours,megabytes,State_batch,State_blank,State_extern,ExitCode_batch,ExitCode_extern,passed
data.table,data.table.R,1549,8,"if (!is.data.table(SDenv$.SDall)) setattr(SDenv$.SDall, """"class"""", c(""""data.table"""",""""data.frame""""))  # DF |> DT(,.SD[...],by=grp) needs .SD to be data.table, test 2022.012","if (!is.data.table(SDenv$.SDall)) setattr(SDenv$.SDall, """"class"""", c(""""data.table"""",""""""""))  # DF |> DT(,.SD[...],by=grp) needs .SD to be data.table, test 2022.012",5139,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:47,0.0630555555555556,508.56640625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1570,3449,"if ( getOption(""""datatable.optimize"""")>=1L && (is.call(jsub) || (is.name(jsub) && jsub %chin% c("""".SD"""", """".N""""))) ) {  # Ability to turn off if problems or to benchmark the benefit","if ( getOption(""""datatable.optimize"""")>=1L && (is.call(jsub) || (is.name(jsub) && jsub %chin% c( """".N"""","""".SD""""))) ) {  # Ability to turn off if problems or to benchmark the benefit",5234,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:08,0.0688888888888889,288.5078125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1573,3347,funi = 1L # Fix for #985,funi = 0L # Fix for #985,5237,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:09,0.0691666666666667,288.5,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1573,3347,funi = 1L # Fix for #985,funi = -1L # Fix for #985,5238,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:08,0.0688888888888889,290.171875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1577,33,"if (length(names(txt))>1L) .Call(Csetcharvec, names(txt), 2L, """""""")  # fixes bug #110","if (length(names(txt))>=1L) .Call(Csetcharvec, names(txt), 2L, """""""")  # fixes bug #110",5251,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:11,0.0697222222222222,928.125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1577,33,"if (length(names(txt))>1L) .Call(Csetcharvec, names(txt), 2L, """""""")  # fixes bug #110","if (length(names(txt))>0L) .Call(Csetcharvec, names(txt), 2L, """""""")  # fixes bug #110",5254,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:11,0.0697222222222222,1123.7734375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1584,53,"thisfun = paste0(""""..FUN"""", funi) # Fix for #985","thisfun = paste0("""""""", funi) # Fix for #985",5279,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:20,0.0722222222222222,1122.3125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1584,53,"thisfun = paste0(""""..FUN"""", funi) # Fix for #985","thisfun = paste0( funi,""""..FUN"""") # Fix for #985",5280,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:20,0.0722222222222222,1123.0234375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1618,3128,} else if (length(as.character(jsub[[1L]])) == 1L) {  # Else expect problems with <jsub[[1L]] == >,} else if (length(as.character(jsub[[1L]])) <= 1L) {  # Else expect problems with <jsub[[1L]] == >,5365,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:06,0.0683333333333333,1242.50390625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1618,3128,} else if (length(as.character(jsub[[1L]])) == 1L) {  # Else expect problems with <jsub[[1L]] == >,} else if (length(as.character(jsub[[1L]])) >= 1L) {  # Else expect problems with <jsub[[1L]] == >,5366,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:06,0.0683333333333333,1243.98828125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1628,2,"if (headopt && length(jsub)==2L) jsub[[""""n""""]] = 6L # head-tail n=6 when missing #3462","if (headopt && length(jsub)<=2L) jsub[[""""n""""]] = 6L # head-tail n=6 when missing #3462",5496,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:52,0.0644444444444445,360.93359375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1656,13,"if (this == """".SD"""") { # optimise '.SD' alone","if (this >= """".SD"""") { # optimise '.SD' alone",5601,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:07,0.0686111111111111,796.640625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1673,96,funi = funi + 1L # Fix for #985,funi = funi - 1L # Fix for #985,5662,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:11,0.0697222222222222,733.7265625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1673,96,funi = funi + 1L # Fix for #985,funi = funi + -1L # Fix for #985,5666,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:12,0.07,1242.37109375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1782,18,"if (!(q2 <- q[[2L]]) %chin% names(SDenv$.SDall) && q2 != """".I"""") return(FALSE)  # 875","if (!(q2 <- q[[2L]]) %chin% names(SDenv$.SDall) && q2 > """".I"""") return(FALSE)  # 875",6190,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:53,0.0647222222222222,842.44921875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1943,3391,"if (is.list(x) && current_depth <= MAX_DEPTH) {  # is.list() used to be is.recursive(), #4814","if (is.list(x) && current_depth != MAX_DEPTH) {  # is.list() used to be is.recursive(), #4814",6867,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:11,0.0530555555555556,340.57421875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1943,3391,"if (is.list(x) && current_depth <= MAX_DEPTH) {  # is.list() used to be is.recursive(), #4814","if (is.list(x) && current_depth < MAX_DEPTH) {  # is.list() used to be is.recursive(), #4814",6868,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:11,0.0530555555555556,340.57421875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1959,64,"jvals = if (vlen==length(len__)) lapply(tail(ans, -length(g)), rep, times=len__) else tail(ans, -length(g))  # see comment in #4245 for why rep instead of rep.int","jvals = if (vlen<=length(len__)) lapply(tail(ans, -length(g)), rep, times=len__) else tail(ans, -length(g))  # see comment in #4245 for why rep instead of rep.int",6913,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:13,0.0702777777777778,747.27734375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1959,64,"jvals = if (vlen==length(len__)) lapply(tail(ans, -length(g)), rep, times=len__) else tail(ans, -length(g))  # see comment in #4245 for why rep instead of rep.int","jvals = if (vlen==length(len__)) lapply(tail(ans, -length(g)), times=len__, rep) else tail(ans, -length(g))  # see comment in #4245 for why rep instead of rep.int",6922,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:56,0.0655555555555556,858.484375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1963,51,if (length(jvals)==1L) jvals = jvals[[1L]]  # unwrap single column jvals for assign,if (length(jvals)<=1L) jvals = jvals[[1L]]  # unwrap single column jvals for assign,6936,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:06,0.0683333333333333,809.01171875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2036,53,"if (length(expr)==2L)  # no parameters passed to mean, so defaults of trim=0 and na.rm=FALSE","if (length(expr)<=2L)  # no parameters passed to mean, so defaults of trim=0 and na.rm=FALSE",7221,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:49,0.0636111111111111,982.484375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2039,6,"if (length(expr)==3L && startsWith(names(expr)[3L], """"na""""))   # one parameter passed to mean()","if (length(expr)<=3L && startsWith(names(expr)[3L], """"na""""))   # one parameter passed to mean()",7242,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:46,0.0461111111111111,372.69140625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2039,6,"if (length(expr)==3L && startsWith(names(expr)[3L], """"na""""))   # one parameter passed to mean()","if (length(expr)>=3L && startsWith(names(expr)[3L], """"na""""))   # one parameter passed to mean()",7243,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:48,0.0633333333333333,732.8203125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2197,30,return(setalloccol(x))    # over-allocate (again).   Avoid all this by using :=.,"return(setalloccol(x))    # over-allocate (again).   Avoid all this by using :=.
break;",7815,"1 WARNING, 1 NOTE",0:0,"WARNING:whether package ‘data.table’ can be installed, NOTE:installed package size",9793215,00:04:04,0.0677777777777778,523.0703125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2197,30,return(setalloccol(x))    # over-allocate (again).   Avoid all this by using :=.,"return(setalloccol(x))    # over-allocate (again).   Avoid all this by using :=.
continue;",7816,2 NOTEs,0:0,"NOTE:installed package size, NOTE:R code for possible problems",9793215,00:04:05,0.0680555555555556,520.484375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2239,22,"x = setalloccol(x, length(x)+length(newnames)) # because [<- copies via *tmp* and main/duplicate.c copies at length but copies truelength over too","x = setalloccol(x, length(x)-length(newnames)) # because [<- copies via *tmp* and main/duplicate.c copies at length but copies truelength over too",7938,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:00,0.0666666666666667,290.484375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2239,22,"x = setalloccol(x, length(x)+length(newnames)) # because [<- copies via *tmp* and main/duplicate.c copies at length but copies truelength over too","x = setalloccol(x, length(x)*length(newnames)) # because [<- copies via *tmp* and main/duplicate.c copies at length but copies truelength over too",7939,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:58,0.0661111111111111,288.48828125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2260,26,"set(x,j=name,value=value)  # important i is missing here","set(x,value=value,j=name)  # important i is missing here",7994,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:57,0.0658333333333333,284.13671875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2260,26,"set(x,j=name,value=value)  # important i is missing here","set(j=name,x,value=value)  # important i is missing here",7995,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:56,0.0655555555555556,292.52734375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2265,103,"ans = setDF(copy(x), rownames = row.names) # issue #5319","ans = setDF( rownames = row.names,copy(x)) # issue #5319",8006,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:00,0.0666666666666667,288.625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2309,12,"x = .shallow(x, retain.key=TRUE) # `names<-` should not modify by reference. Related to #1015, #476 and #825. Needed for R v3.1.0+.  TO DO: revisit","x = .shallow(x, #476 and #825. Needed for R v3.1.0+.  TO DO: revisit
, retain.key=TRUE) # `names<-` should not modify by reference. Related to #1015",8139,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:13,0.0536111111111111,357.8671875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2309,12,"x = .shallow(x, retain.key=TRUE) # `names<-` should not modify by reference. Related to #1015, #476 and #825. Needed for R v3.1.0+.  TO DO: revisit","x = .shallow( retain.key=TRUE,x) # `names<-` should not modify by reference. Related to #1015, #476 and #825. Needed for R v3.1.0+.  TO DO: revisit",8140,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:21,0.0558333333333333,1011.07421875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2482,114,"by.order = if (!sorted) x[, funique(.SD), .SDcols=cols] # remember order of data, only when not sorted=FALSE","by.order = if (!sorted) x[, .SDcols=cols, funique(.SD)] # remember order of data, only when not sorted=FALSE",8573,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:51,0.0641666666666667,366.02734375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2585,75,"reducedindex = paste0(""""__"""", indexcols[seq_len(indexlength)], collapse="""""""") ## the columns until the first missing from the new index","reducedindex = paste0(""""__"""", collapse="""""""", indexcols[seq_len(indexlength)]) ## the columns until the first missing from the new index",8874,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:07,0.0686111111111111,776.41015625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2611,15574,"ans = .shallow(x, cols=cols, retain.key=selfrefok(x))  # selfrefok for #5042","ans = .shallow( cols=cols,x, retain.key=selfrefok(x))  # selfrefok for #5042",8964,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:45,0.0458333333333333,366.03515625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2752,803,"neworder = colnamesInt(x, neworder, check_dups=FALSE)  # dups are now checked inside Csetcolorder below","neworder = colnamesInt(x, check_dups=FALSE, neworder)  # dups are now checked inside Csetcolorder below",9447,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:59,0.0663888888888889,858.48828125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,2815,1,"if (identical(use.names, NA)) stopf(""""use.names=NA invalid"""")  # otherwise use.names=NA could creep in an usage equivalent to use.names='check'","if (identical( NA,use.names)) stopf(""""use.names=NA invalid"""")  # otherwise use.names=NA could creep in an usage equivalent to use.names='check'",9621,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:54,0.0483333333333333,696.52734375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,3012,96,"xorder = forderv(x, by=cols, sort=FALSE, retGrp=TRUE) # speedup on char with sort=FALSE","xorder = forderv(x, sort=FALSE, by=cols, retGrp=TRUE) # speedup on char with sort=FALSE",10347,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:48,0.0633333333333333,310.0625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,3012,96,"xorder = forderv(x, by=cols, sort=FALSE, retGrp=TRUE) # speedup on char with sort=FALSE","xorder = forderv(x, by=cols, retGrp=TRUE, sort=FALSE) # speedup on char with sort=FALSE",10348,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:05,0.0680555555555556,288.265625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,3012,96,"xorder = forderv(x, by=cols, sort=FALSE, retGrp=TRUE) # speedup on char with sort=FALSE","xorder = forderv( by=cols,x, sort=FALSE, retGrp=TRUE) # speedup on char with sort=FALSE",10349,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:24,0.0566666666666667,288.33203125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,3110,13,"if (length(remainingIsub[[1L]]) != 1L) return(NULL) ## only single symbol, either '&' or one of validOps allowed.","if (length(remainingIsub[[1L]]) > 1L) return(NULL) ## only single symbol, either '&' or one of validOps allowed.",10715,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:04,0.0511111111111111,737.57421875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,3110,13,"if (length(remainingIsub[[1L]]) != 1L) return(NULL) ## only single symbol, either '&' or one of validOps allowed.","if (length(remainingIsub[[1L]]) < 1L) return(NULL) ## only single symbol, either '&' or one of validOps allowed.",10716,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:04,0.0511111111111111,811.06640625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,3133,12979,"if (length(stub[[1L]]) != 1) return(NULL) # nocov Whatever it is, definitely not one of the valid operators","if (length(stub[[1L]]) > 1) return(NULL) # nocov Whatever it is, definitely not one of the valid operators",10783,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:01,0.0502777777777778,810.97265625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,3133,12979,"if (length(stub[[1L]]) != 1) return(NULL) # nocov Whatever it is, definitely not one of the valid operators","if (length(stub[[1L]]) < 1) return(NULL) # nocov Whatever it is, definitely not one of the valid operators",10784,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:53,0.0480555555555556,982.421875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,3145,5,return(NULL) # DT[colA == colB] regular element-wise vector scan,"return(NULL) # DT[colA == colB] regular element-wise vector scan
break;",10854,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:59,0.0497222222222222,982.51171875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,3145,5,return(NULL) # DT[colA == colB] regular element-wise vector scan,"return(NULL) # DT[colA == colB] regular element-wise vector scan
continue;",10855,2 NOTEs,0:0,"NOTE:installed package size, NOTE:R code for possible problems",9793215,00:03:00,0.05,982.46484375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,3147,2094,if ( mode(x[[col]]) != mode(RHS) ||                # mode() so that doubleLHS/integerRHS and integerLHS/doubleRHS!isReallyReal are optimized (both sides mode 'numeric'),if ( mode(x[[col]]) > mode(RHS) ||                # mode() so that doubleLHS/integerRHS and integerLHS/doubleRHS!isReallyReal are optimized (both sides mode 'numeric'),10861,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:42,0.0616666666666667,376.77734375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,3148,2094,is.factor(x[[col]])+is.factor(RHS) == 1L ||   # but factor is also mode 'numeric' so treat that separately,is.factor(x[[col]])-is.factor(RHS) == 1L ||   # but factor is also mode 'numeric' so treat that separately,10864,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:43,0.0619444444444445,342.484375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,3195,4,idx = integer(0L) ## integer(0L) not NULL! Indicates that x is ordered correctly.,idx = integer(1L) ## integer(0L) not NULL! Indicates that x is ordered correctly.,11004,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:43,0.0619444444444445,376.87109375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,duplicated.R,6,12,if (nrow(x) == 0L || ncol(x) == 0L) return(logical(0L)) # fix for bug #28,if (nrow(x) <= 0L || ncol(x) == 0L) return(logical(0L)) # fix for bug #28,21,1 NOTE,0:0,NOTE:installed package size,9793223,00:03:48,0.0633333333333333,301.296875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,duplicated.R,6,12,if (nrow(x) == 0L || ncol(x) == 0L) return(logical(0L)) # fix for bug #28,if (nrow(x) == 0L || ncol(x) <= 0L) return(logical(0L)) # fix for bug #28,22,1 NOTE,0:0,NOTE:installed package size,9793223,00:03:48,0.0633333333333333,339.15625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,duplicated.R,6,12,if (nrow(x) == 0L || ncol(x) == 0L) return(logical(0L)) # fix for bug #28,if (nrow(x) == 0L || ncol(x) < 0L) return(logical(0L)) # fix for bug #28,28,1 NOTE,0:0,NOTE:installed package size,9793223,00:02:37,0.0436111111111111,746.47265625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,duplicated.R,6,12,if (nrow(x) == 0L || ncol(x) == 0L) return(logical(0L)) # fix for bug #28,if (nrow(x) == 0L || ncol(x) == -1L) return(logical(0L)) # fix for bug #28,33,1 NOTE,0:0,NOTE:installed package size,9793223,00:03:41,0.0613888888888889,285.41796875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,duplicated.R,40,57,"if (attr(o, 'maxgrpn', exact=TRUE) == 1L) return(copy(x))  # return copy so that unique(x)[, col := val] doesn't affect original data.table, #3383.","if (attr(o, 'maxgrpn', exact=TRUE) <= 1L) return(copy(x))  # return copy so that unique(x)[, col := val] doesn't affect original data.table, #3383.",149,1 NOTE,0:0,NOTE:installed package size,9793223,00:02:59,0.0497222222222222,982.5,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,duplicated.R,40,57,"if (attr(o, 'maxgrpn', exact=TRUE) == 1L) return(copy(x))  # return copy so that unique(x)[, col := val] doesn't affect original data.table, #3383.","if (attr(o, 'maxgrpn', exact=TRUE) < 1L) return(copy(x))  # return copy so that unique(x)[, col := val] doesn't affect original data.table, #3383.",152,1 NOTE,0:0,NOTE:installed package size,9793223,00:03:34,0.0594444444444445,288.28125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,duplicated.R,40,57,"if (attr(o, 'maxgrpn', exact=TRUE) == 1L) return(copy(x))  # return copy so that unique(x)[, col := val] doesn't affect original data.table, #3383.","if (attr(o, 'maxgrpn', exact=TRUE) == 0L) return(copy(x))  # return copy so that unique(x)[, col := val] doesn't affect original data.table, #3383.",153,1 NOTE,0:0,NOTE:installed package size,9793223,00:03:41,0.0613888888888889,292.875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,duplicated.R,40,57,"if (attr(o, 'maxgrpn', exact=TRUE) == 1L) return(copy(x))  # return copy so that unique(x)[, col := val] doesn't affect original data.table, #3383.","if (attr(o, 'maxgrpn', exact=TRUE) == -1L) return(copy(x))  # return copy so that unique(x)[, col := val] doesn't affect original data.table, #3383.",154,1 NOTE,0:0,NOTE:installed package size,9793223,00:03:41,0.0613888888888889,291.62890625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,duplicated.R,40,57,"if (attr(o, 'maxgrpn', exact=TRUE) == 1L) return(copy(x))  # return copy so that unique(x)[, col := val] doesn't affect original data.table, #3383.","if (attr(o, exact=TRUE, 'maxgrpn') == 1L) return(copy(x))  # return copy so that unique(x)[, col := val] doesn't affect original data.table, #3383.",157,1 NOTE,0:0,NOTE:installed package size,9793223,00:03:44,0.0622222222222222,340.68359375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fcast.R,195,63,"map = setDT(lapply(list(lhsnames, rhsnames), function(cols) frankv(dat, cols=cols, ties.method=""""dense"""", na.last=FALSE))) # #2202 fix","map = setDT(lapply(list(lhsnames, rhsnames), function(cols) frankv(dat, ties.method=""""dense"""", cols=cols, na.last=FALSE))) # #2202 fix",697,1 NOTE,0:0,NOTE:installed package size,9793280,00:03:42,0.0616666666666667,284.734375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fcast.R,195,63,"map = setDT(lapply(list(lhsnames, rhsnames), function(cols) frankv(dat, cols=cols, ties.method=""""dense"""", na.last=FALSE))) # #2202 fix","map = setDT(lapply(list(lhsnames, rhsnames), function(cols) frankv(dat, cols=cols, na.last=FALSE, ties.method=""""dense""""))) # #2202 fix",698,1 NOTE,0:0,NOTE:installed package size,9793280,00:03:46,0.0627777777777778,339.86328125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,fcast.R,195,63,"map = setDT(lapply(list(lhsnames, rhsnames), function(cols) frankv(dat, cols=cols, ties.method=""""dense"""", na.last=FALSE))) # #2202 fix","map = setDT(lapply(list(lhsnames, rhsnames), function(cols) frankv( cols=cols,dat, ties.method=""""dense"""", na.last=FALSE))) # #2202 fix",702,1 NOTE,0:0,NOTE:installed package size,9793280,00:03:29,0.0580555555555556,290.53515625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,foverlaps.R,55,72,"if (!storage.mode(xval1) %chin% c(""""double"""", """"integer"""") || !storage.mode(xval2) %chin% c(""""double"""", """"integer"""") || is.factor(xval1) || is.factor(xval2)) # adding factors to the bunch, #2645","if (!storage.mode(xval1) %chin% c(""""double"""", """"integer"""") || !storage.mode(xval2) %chin% c(""""double"""", """"integer"""") || is.factor(xval1) || is.factor(xval1)) # adding factors to the bunch, #2645",370,1 NOTE,0:0,NOTE:installed package size,9793351,00:03:48,0.0633333333333333,339.140625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,foverlaps.R,55,72,"if (!storage.mode(xval1) %chin% c(""""double"""", """"integer"""") || !storage.mode(xval2) %chin% c(""""double"""", """"integer"""") || is.factor(xval1) || is.factor(xval2)) # adding factors to the bunch, #2645","if (!storage.mode(xval1) %chin% c( """"integer"""",""""double"""") || !storage.mode(xval2) %chin% c(""""double"""", """"integer"""") || is.factor(xval1) || is.factor(xval2)) # adding factors to the bunch, #2645",397,1 NOTE,0:0,NOTE:installed package size,9793351,00:03:55,0.0652777777777778,310.41796875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,foverlaps.R,55,72,"if (!storage.mode(xval1) %chin% c(""""double"""", """"integer"""") || !storage.mode(xval2) %chin% c(""""double"""", """"integer"""") || is.factor(xval1) || is.factor(xval2)) # adding factors to the bunch, #2645","if (!storage.mode(xval1) %chin% c(""""double"""", """"integer"""") || !storage.mode(xval2) %chin% c( """"integer"""",""""double"""") || is.factor(xval1) || is.factor(xval2)) # adding factors to the bunch, #2645",399,1 NOTE,0:0,NOTE:installed package size,9793351,00:02:42,0.045,746.3359375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,foverlaps.R,65,67,"if (!storage.mode(yval1) %chin% c(""""double"""", """"integer"""") || !storage.mode(yval2) %chin% c(""""double"""", """"integer"""") || is.factor(yval1) || is.factor(yval2)) # adding factors to the bunch, #2645","if (!storage.mode(yval1) %chin% c(""""double"""", """"integer"""") || !storage.mode(yval2) %chin% c(""""double"""", """"integer"""") || is.factor(yval1) || is.factor(yval1)) # adding factors to the bunch, #2645",478,1 NOTE,0:0,NOTE:installed package size,9793351,00:02:50,0.0472222222222222,944.7578125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,foverlaps.R,65,67,"if (!storage.mode(yval1) %chin% c(""""double"""", """"integer"""") || !storage.mode(yval2) %chin% c(""""double"""", """"integer"""") || is.factor(yval1) || is.factor(yval2)) # adding factors to the bunch, #2645","if (!storage.mode(yval1) %chin% c( """"integer"""",""""double"""") || !storage.mode(yval2) %chin% c(""""double"""", """"integer"""") || is.factor(yval1) || is.factor(yval2)) # adding factors to the bunch, #2645",505,1 NOTE,0:0,NOTE:installed package size,9793351,00:03:34,0.0594444444444445,289.953125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,foverlaps.R,65,67,"if (!storage.mode(yval1) %chin% c(""""double"""", """"integer"""") || !storage.mode(yval2) %chin% c(""""double"""", """"integer"""") || is.factor(yval1) || is.factor(yval2)) # adding factors to the bunch, #2645","if (!storage.mode(yval1) %chin% c(""""double"""", """"integer"""") || !storage.mode(yval2) %chin% c( """"integer"""",""""double"""") || is.factor(yval1) || is.factor(yval2)) # adding factors to the bunch, #2645",507,1 NOTE,0:0,NOTE:installed package size,9793351,00:03:44,0.0622222222222222,340.578125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
